genre	speaker_ID	text	utterance_duration	pause_duration	duration_PVI	speech_rate	f0_mean	f0_range	f0_PVI	f0_reset
1	10	澳洲有一種獨特的物種叫作袋獾	0.42528961644679414	-0.7050930893948076	34.7564291185878	5.25821596244131	1.22965287293003	18.0081591737814	19.4291912472367	0
1	10	近年來瀕臨絕種	0.13142617214745017	-0.7498240519160749	28.4272811408295	5.17215900694547	-1.62293472601892	18.2592228892189	18.1784545364472	2.866611788776568
1	10	當局在二零一二年起挑了二十八隻健康的袋獾	0.5666849165210195	-1.1209041204999204	54.2754504664001	5.42431721407068	-0.6852333554323	16.2999287818925	17.3054574936594	4.214935694854378
1	10	送到澳洲東部的瑪麗亞島	0.3403052770624272	-0.6221475809932454	23.4523271912302	5.02443703466862	-0.152076646779146	17.3509772350759	17.7600812123879	1.2913180167803646
1	10	希望他們在那邊	0.009153331907708485	-1.1549019599857413	32.53973984445	6.85400959561343	-0.848333382783361	5.74874221640646	6.59959483577329	4.397131775603463
1	10	繁衍壯大	0.023252459633711444	-1.0457574905606757	34.5528692554854	3.7914691943128	-3.11641664656367	11.0989774782945	22.355068877821	0.2887315916777
1	10	開枝散葉	0.06818586174616162	-0.6108339156354657	44.1524268028333	3.41880341880342	-0.40080440317200305	15.5000340348732	11.0090768553667	4.372774512445788
1	10	結果呢袋獾的數量的確增加了	0.33945144130644067	-0.9129287940934682	42.2597333899999	5.94965675057208	1.63719700178287	13.056889018605	18.744157821203	4.95684966492953
1	10	卻導致島上的原生鳥類數量暴跌	0.4938621820059222	-0.5861974832306486	28.2207934287493	4.49020173834953	0.506866214417907	17.2509604802404	32.614807842782	1.6351184811976198
1	10	三千對企鵝慘遭滅口	0.26495941769053966	-1.3979400086720464	31.9604916578871	4.88970987721395	0.774307977132033	15.1744374085319	19.0880377314297	6.09907112706597
1	10	讓愛鳥團體欲哭無淚	0.24919835739111287	-0.5451551399914898	35.0481901929316	5.07042253521127	-1.28953393594277	12.4433732001186	19.0465981615191	1.572244532533917
1	10	怎麼會復育個動物	0.12221587827282664	-1.3979400086720464	55.4154691090982	6.0377358490566	3.13566711689401	12.9527207992659	12.1565600825022	4.24643757029231
1	10	反而釀成另一個生態浩劫呢	0.40483371661993806	-1.0168249279621888	31.1672786451003	4.7244094488189	1.39138658640126	14.4807793191599	31.018537258829	1.1864592231928452
1	10	大家好我是范琪斐	-0.026872146400301365	-1.8239087409443013	61.820325392687	8.51063829787234	1.73794719910311	12.1377809467596	14.2532421955763	4.23456488438827
1	10	袋獾是世界上現存最大的食肉有袋動物	0.5127777541604138	-0.7975116829399119	40.7401870985579	5.22000798354162	-0.180497055132189	14.629566199461	18.6713690447999	5.362130644283409
1	10	成年袋獾的身形跟一隻小狗差不多	0.41674033367636054	-0.5998075114074223	49.4063650564564	5.74580556193978	0.237216363002344	12.7598273162768	18.7172609554683	5.54103823196342
1	10	但肌肉發達十分壯碩	0.367113543177637	-0.5606673061697278	15.538270526421	3.86481728002748	-1.46669964477888	14.9166462122041	17.3294077189718	0.9241965015574001
1	10	雄性體重可達十二公斤	0.2588527006423033	-1.2798406965940266	30.3770748041077	5.50994545154003	-0.018600305633566	17.4364138711895	27.0041416143195	5.56879462343963
1	10	雌性八公斤	0.11314083686708085	-1.3979400086720464	26.9282150196308	3.85326757090012	0.338589326575262	11.2187984873294	9.0404510423614	3.6214497350211277
1	10	非常扎實	-0.05305672930217456	-0.570570735618214	15.737503237503	4.51977401129944	-3.39803481436925	13.3817149439788	38.4886375767878	2.007114862958427
